"Contaminant","G","AC_la","Shape","Size..µm.","Surface_area","Volume","Microplastic","Total_surface_area","size_assigned","TMC_rsd_0","TMC_rsd_0n","TMC_rsd_10","TMC_rsd_50","TMC_rsd_100","TMC_rsd_200"
"Antimony",0.004,27.8,"Short Cylinder",1000,1884955.59215388,78539816.3397448,"PS",2.232e+10,"1",1703759.39079669,1703759.39079669,1686895.36340643,1363361.99289511,855232.494022138,355836.896621763
"Arsenic",0.003,1.92,"Short Cylinder",100,18849.5559215388,78539.8163397448,"PS",2.232e+11,"1",185017621.344328,185017621.344328,183186293.369917,148052591.415953,92872903.6477165,38641662.9925195
"BPA",6e-05,0.19,"Short Cylinder",13.2,328.434662376891,180.63906430729,"PS",1690909090909.09,"1",283280568.565479,283280568.565479,280476621.427624,226683393.555526,142197747.211815,59164268.6966806
"Bromine",0.01,13,"Short Cylinder",1000,1884955.59215388,78539816.3397448,"PS",2.232e+10,"1",9108559.82002847,9108559.82002847,9018402.13513438,7288742.96201614,4572204.4872722,1902358.79347788
"Cadmium",0.005,0.00014,"Short Cylinder",3000,16964600.3293849,2120575041.17311,"PS",7.44e+09,"1",140965806738.536,140965806738.536,139570509234.223,112801974412.155,70760307541.1173,29441267041.9196
"Chromium",0.03,0.000454,"Short Cylinder",500,471238.898038469,9817477.0424681,"PS",4.464e+10,"1",1564906753220.75,1564906753220.75,1549417106917.36,1252250993474.14,785532929531.347,326836973328.8
"Manganese",0.12,0.13,"Short Cylinder",2000,7539822.3686155,628318530.717959,"PS",1.116e+10,"1",5465135892.01708,5465135892.01708,5411041281.08063,4373245777.20968,2743322692.36332,1141415276.08673
"Mercury",0.002,0.00125,"Short Cylinder",4.5,38.170350741116,7.15694076395925,"PS",4.96e+12,"1",4210178761257.61,4210178761257.6,4168505875795.45,3369018969109.68,2113374518561.37,879312508985.333
"Propanolol",5e-04,0.133,"Short Cylinder",45,3817.0350741116,7156.94076395925,"PS",4.96e+11,"1",989233731.498497,989233731.498497,979442170.06472,791592802.892313,496563561.692051,206605382.750313
"Sulfamethoxazole",0.02,0.087,"Short Cylinder",45,3817.0350741116,7156.94076395925,"PS",4.96e+11,"1",60491074156.0001,60491074156.0001,59892325801.6588,48405444958.4725,30364576416.1117,12633800416.4559
"Aluminum",2.9,0.375,"Oblate Spheroid e=0.2",2000,12397455.0907937,4104159456.51796,"PS",2809255672.59027,"1",7009474243.09075,7009474243.09075,6940093574.51434,5609037769.55174,3518530944.61845,1463956457.16457
"Antimony",0.004,27.8,"Oblate Spheroid e=0.2",1000,3099363.77269842,513019932.064746,"PS",5618511345.18055,"1",260833.821995438,260833.821995438,258252.055613285,208721.326081062,130930.201362631,54476.1767736754
"Arsenic",0.003,1.92,"Oblate Spheroid e=0.2",100,30993.6377269842,513019.932064746,"PS",56185113451.8055,"1",28324922.8573171,28324922.8573171,28044559.1642551,22665831.5041153,14218201.5542233,5915772.32151631
"BPA",6e-05,0.19,"Oblate Spheroid e=0.2",13.2,540.033143754972,1179.92942711109,"PS",425644798877.314,"1",43368302.9394329,43368302.9394329,42939037.9548404,34703665.4608464,21769495.2026385,9057641.83198669
"Bromine",0.01,13,"Oblate Spheroid e=0.2",1000,3099363.77269842,513019932.064746,"PS",5618511345.18055,"1",1394457.74066792,1394457.74066792,1380655.2203941,1115856.3202026,699972.999592529,291238.021982341
"Cadmium",0.005,0.00014,"Oblate Spheroid e=0.2",3000,27894273.9542857,13851538165.7481,"PS",1872837115.06018,"1",21580893605.575,21580893605.575,21367283172.7658,17269204955.5164,10832915469.8844,4507255102.10766
"Chromium",0.03,0.000454,"Oblate Spheroid e=0.2",500,774840.943174604,64127491.5080932,"PS",11237022690.3611,"1",239576440026.647,239576440026.647,237205081917.929,191710997744.059,120259678344.091,50036488358.1996
"Manganese",0.12,0.13,"Oblate Spheroid e=0.2",2000,12397455.0907937,4104159456.51796,"PS",2809255672.59027,"1",836674644.400752,836674644.400752,828393132.23646,669513792.121561,419983799.755518,174742813.189405
"Mercury",0.002,0.00125,"Oblate Spheroid e=0.2",4.5,62.7621163971429,46.7489413093999,"PS",1248558076706.79,"1",644549355686.506,644549355686.505,638169524093.273,515773588004.758,323543075367.214,134616685716.282
"Propanolol",5e-04,0.133,"Oblate Spheroid e=0.2",45,6276.21163971429,46748.9413093999,"PS",124855807670.679,"1",151444867.407544,151444867.407544,149945846.826427,121187403.196607,76020459.4377851,31629860.3656678
"Sulfamethoxazole",0.02,0.087,"Oblate Spheroid e=0.2",45,6276.21163971429,46748.9413093999,"PS",124855807670.679,"1",9260766604.69117,9260766604.69117,9169102357.66196,7410540057.53963,4648607404.70135,1934147783.27992
"Aluminum",2.9,0.375,"Oblate Spheroid e=0.9",2000,8236011.18997916,1825851319.83569,"PS",4195024164.054,"1",15755937894.5427,15755937894.5427,15599983615.0546,12608028459.8112,7908974784.81786,3290690031.72898
"Antimony",0.004,27.8,"Oblate Spheroid e=0.9",1000,2059002.79749479,228231414.979461,"PS",8390048328.10801,"1",586303.816467727,586303.816467727,580500.506638102,469165.038196894,294305.685369059,122451.874165057
"Arsenic",0.003,1.92,"Oblate Spheroid e=0.9",100,20590.0279749479,228231.414979461,"PS",83900483281.08,"1",63668930.0695422,63668930.0695422,63038726.8927314,50948390.8666939,31959758.0205463,13297508.2101117
"BPA",6e-05,0.19,"Oblate Spheroid e=0.9",13.2,358.760647435492,524.924951047482,"PS",635609721826.364,"1",97483529.293079,97483529.293079,96518624.9075313,78007105.6332155,48933600.7970087,20359821.1829461
"Bromine",0.01,13,"Oblate Spheroid e=0.9",1000,2059002.79749479,228231414.979461,"PS",8390048328.10801,"1",3134470.40342362,3134470.40342362,3103445.01625755,2508228.47343724,1573403.47178074,654646.558036268
"Cadmium",0.005,0.00014,"Oblate Spheroid e=0.9",3000,18531025.1774531,6162248204.44546,"PS",2796682776.036,"1",48509661005.3655,48509661005.3655,48029506203.9858,38817821612.7192,24350291825.1781,10131434826.7518
"Chromium",0.03,0.000454,"Oblate Spheroid e=0.9",500,514750.699373698,28528926.8724327,"PS",16780096656.216,"1",538521346843.705,538521346843.705,533190993982.574,430929120987.015,270320420261.889,112472316138.39
"Manganese",0.12,0.13,"Oblate Spheroid e=0.9",2000,8236011.18997916,1825851319.83569,"PS",4195024164.054,"1",1880682242.05417,1880682242.05417,1862067009.75453,1504937084.06234,944042083.068444,392787934.821761
"Mercury",0.002,0.00125,"Oblate Spheroid e=0.9",4.5,41.6948066492695,20.7975876900034,"PS",1864455184024,"1",1448821875360.25,1448821875360.25,1434481251959.04,1159358938833.21,727262049178.653,302592186825.653
"Propanolol",5e-04,0.133,"Oblate Spheroid e=0.9",45,4169.48066492695,20797.5876900034,"PS",186445518402.4,"1",340418673.721863,340418673.721863,337049166.34376,272405765.703292,170879240.878443,71097788.2579072
"Sulfamethoxazole",0.02,0.087,"Oblate Spheroid e=0.9",45,4169.48066492695,20797.5876900034,"PS",186445518402.4,"1",20816406255.176,20816406255.176,20610362815.5035,16657456017.7186,10449167373.2565,4347588891.17317
"Aluminum",2.9,0.375,"Sphere",2000,12566370.6143592,4188790204.78639,"PET",2.19e+09,"1",5390896232.40868,5390896232.40868,5337536455.07599,4313838603.39024,2706056767.61759,1125910029.14634
"Antimony",0.004,27.8,"Sphere",1000,3141592.65358979,523598775.598299,"PET",4.38e+09,"1",200603.928271224,200603.928271224,198618.325046241,160524.879808617,100696.729134865,41896.9249248205
"Arsenic",0.003,1.92,"Sphere",100,31415.9265358979,523598.775598299,"PET",4.38e+10,"1",21784332.8357032,21784332.8357032,21568708.7354902,17431998.666717,10935035.4294892,4549744.19105472
"BPA",6e-05,0.19,"Sphere",13.2,547.391103961485,1204.26042871527,"PET",331818181818.182,"1",33354002.4278709,33354002.4278709,33023860.2648655,26690141.4992797,16742637.9781653,6966115.50783498
"Bromine",0.01,13,"Sphere",1000,3141592.65358979,523598775.598299,"PET",4.38e+09,"1",1072459.46268077,1072459.46268077,1061844.1223626,858190.703592223,538340.205759468,223987.406328848
"Cadmium",0.005,0.00014,"Sphere",3000,28274333.8823081,14137166941.1541,"PET",1.46e+09,"1",16597586922.4405,16597586922.4405,16433301893.7069,13281522793.6892,8331455565.32511,3466471764.61312
"Chromium",0.03,0.000454,"Sphere",500,785398.163397448,65449846.9497873,"PET",8.76e+09,"1",184255149975.992,184255149975.992,182431369040.27,147442455683.245,92490167509.336,38482417827.4232
"Manganese",0.12,0.13,"Sphere",2000,12566370.6143592,4188790204.78639,"PET",2.19e+09,"1",643475677.608463,643475677.608463,637106473.417558,514914422.155334,323004123.455681,134392443.797309
"Mercury",0.002,0.00125,"Sphere",4.5,63.6172512351933,47.712938426395,"PET",973333333333.333,"1",495714596083.557,495714596083.557,490807949892.045,396674814104.85,248832806217.71,103531956703.112
"Propanolol",5e-04,0.133,"Sphere",45,6361.72512351933,47712.938426395,"PET",97333333333.3333,"1",116474294.192565,116474294.192565,115321416.797943,93203668.7276433,58466354.8443867,24326117.6464079
"Sulfamethoxazole",0.02,0.087,"Sphere",45,6361.72512351933,47712.938426395,"PET",97333333333.3333,"1",7122336150.62582,7122336150.62582,7051838360.51789,5699350777.36853,3575183997.38089,1487528113.55046
"Aluminum",2.9,0.375,"Long Cylinder",2000,131946891.450771,62831853071.7959,"PET",1.533e+09,"1",359393082.160579,359393082.160579,355835763.671732,287589240.226016,180403784.50784,75060668.6097561
"Antimony",0.004,27.8,"Long Cylinder",1000,32986722.8626928,7853981633.97448,"PET",3.066e+09,"1",13373.5952180816,13373.5952180816,13241.2216697494,10701.6586539078,6713.11527565764,2793.12832832136
"Arsenic",0.003,1.92,"Long Cylinder",100,329867.228626928,7853981.63397448,"PET",3.066e+10,"1",1452288.85571355,1452288.85571354,1437913.91569935,1162133.2444478,729002.361965947,303316.279403648
"BPA",6e-05,0.19,"Long Cylinder",13.2,5747.6065915956,18063.906430729,"PET",232272727272.727,"1",2223600.16185806,2223600.16185806,2201590.68432436,1779342.76661864,1116175.86521102,464407.700522332
"Bromine",0.01,13,"Long Cylinder",1000,32986722.8626928,7853981633.97448,"PET",3.066e+09,"1",71497.2975120514,71497.2975120514,70789.6081575065,57212.7135728149,35889.3470506312,14932.4937552565
"Cadmium",0.005,0.00014,"Long Cylinder",3000,296880505.764235,212057504117.311,"PET",1.022e+09,"1",1106505794.82937,1106505794.82937,1095553459.58046,885434852.912611,555430371.021674,231098117.640875
"Chromium",0.03,0.000454,"Long Cylinder",500,8246680.71567321,981747704.24681,"PET",6.132e+09,"1",12283676665.0661,12283676665.0661,12162091269.3513,9829497045.54969,6166011167.28907,2565494521.82821
"Manganese",0.12,0.13,"Long Cylinder",2000,131946891.450771,62831853071.7959,"PET",1.533e+09,"1",42898378.5072309,42898378.5072309,42473764.8945039,34327628.1436889,21533608.2303787,8959496.25315391
"Mercury",0.002,0.00125,"Long Cylinder",4.5,667.98113796953,715.694076395925,"PET",681333333333.333,"1",33047639738.9038,33047639738.9038,32720529992.803,26444987606.99,16588853747.8473,6902130446.87412
"Propanolol",5e-04,0.133,"Long Cylinder",45,66798.113796953,715694.076395925,"PET",68133333333.3334,"1",7764952.946171,7764952.946171,7688094.45319619,6213577.91517622,3897756.98962578,1621741.17642719
"Sulfamethoxazole",0.02,0.087,"Long Cylinder",45,66798.113796953,715694.076395925,"PET",68133333333.3334,"1",474822410.041721,474822410.041721,470122557.367859,379956718.491235,238345599.825393,99168540.9033639
"Aluminum",2.9,0.375,"Short Cylinder",2000,7539822.3686155,628318530.717959,"PET",8.76e+09,"1",35939308216.0579,35939308216.0579,35583576367.1732,28758924022.6016,18040378450.784,7506066860.97561
"Antimony",0.004,27.8,"Short Cylinder",1000,1884955.59215388,78539816.3397448,"PET",1.752e+10,"1",1337359.52180816,1337359.52180816,1324122.16697494,1070165.86539078,671311.527565764,279312.832832136
"Arsenic",0.003,1.92,"Short Cylinder",100,18849.5559215388,78539.8163397448,"PET",1.752e+11,"1",145228885.571354,145228885.571354,143791391.569935,116213324.44478,72900236.1965947,30331627.9403648
"BPA",6e-05,0.19,"Short Cylinder",13.2,328.434662376891,180.63906430729,"PET",1327272727272.73,"1",222360016.185806,222360016.185806,220159068.432436,177934276.661864,111617586.521102,46440770.0522332
"Bromine",0.01,13,"Short Cylinder",1000,1884955.59215388,78539816.3397448,"PET",1.752e+10,"1",7149729.75120515,7149729.75120514,7078960.81575065,5721271.35728149,3588934.70506312,1493249.37552565
"Cadmium",0.005,0.00014,"Short Cylinder",3000,16964600.3293849,2120575041.17311,"PET",5.84e+09,"1",110650579482.937,110650579482.937,109555345958.046,88543485291.2611,55543037102.1674,23109811764.0875
"Chromium",0.03,0.000454,"Short Cylinder",500,471238.898038469,9817477.0424681,"PET",3.504e+10,"1",1228367666506.61,1228367666506.61,1216209126935.13,982949704554.969,616601116728.906,256549452182.821
"Manganese",0.12,0.13,"Short Cylinder",2000,7539822.3686155,628318530.717959,"PET",8.76e+09,"1",4289837850.72309,4289837850.72309,4247376489.45039,3432762814.36889,2153360823.03787,895949625.315391
"Mercury",0.002,0.00125,"Short Cylinder",4.5,38.170350741116,7.15694076395925,"PET",3893333333333.33,"1",3304763973890.38,3304763973890.38,3272052999280.3,2644498760699,1658885374784.73,690213044687.412
"Propanolol",5e-04,0.133,"Short Cylinder",45,3817.0350741116,7156.94076395925,"PET",389333333333.333,"1",776495294.6171,776495294.6171,768809445.319619,621357791.517622,389775698.962578,162174117.642719
"Sulfamethoxazole",0.02,0.087,"Short Cylinder",45,3817.0350741116,7156.94076395925,"PET",389333333333.333,"1",47482241004.1721,47482241004.1721,47012255736.7859,37995671849.1236,23834559982.5393,9916854090.33639
"Aluminum",2.9,0.375,"Oblate Spheroid e=0.2",2000,12397455.0907937,4104159456.51796,"PET",2205114667.73215,"1",5502060427.37231,5502060427.37231,5447600332.6833,4402793087.92771,2761857623.19513,1149127111.53778
"Antimony",0.004,27.8,"Oblate Spheroid e=0.2",1000,3099363.77269842,513019932.064746,"PET",4410229335.4643,"1",204740.526942656,204740.526942656,202713.97913731,163835.019396963,102773.168811528,42760.8699406269
"Arsenic",0.003,1.92,"Oblate Spheroid e=0.2",100,30993.6377269842,513019.932064746,"PET",44102293354.643,"1",22233541.597679,22233541.597679,22013471.1719422,17791459.1376389,11160523.8006269,4643563.22011495
"BPA",6e-05,0.19,"Oblate Spheroid e=0.2",13.2,540.033143754972,1179.92942711109,"PET",334108282989.72,"1",34041786.1782646,34041786.1782646,33704836.244122,27240511.5982988,17087883.3311033,7109761.86811859
"Bromine",0.01,13,"Oblate Spheroid e=0.2",1000,3099363.77269842,513019932.064746,"PET",4410229335.4643,"1",1094574.35557805,1094574.35557805,1083740.11923408,875887.219083762,549441.171723168,228606.189297967
"Cadmium",0.005,0.00014,"Oblate Spheroid e=0.2",3000,27894273.9542857,13851538165.7481,"PET",1470076445.15477,"1",16939841217.2793,16939841217.2793,16772168511.956,13555397438.2011,8503256229.04903,3537952929.61139
"Chromium",0.03,0.000454,"Oblate Spheroid e=0.2",500,774840.943174604,64127491.5080932,"PET",8820458670.9286,"1",188054624967.153,188054624967.153,186193236344.181,150482826186.197,94397381926.0069,39275953227.404
"Manganese",0.12,0.13,"Oblate Spheroid e=0.2",2000,12397455.0907937,4104159456.51796,"PET",2205114667.73215,"1",656744613.346827,656744613.346827,650244071.540447,525532331.450257,329664703.033901,137163713.57878
"Mercury",0.002,0.00125,"Oblate Spheroid e=0.2",4.5,62.7621163971429,46.7489413093999,"PET",980050963436.511,"1",505936591022.741,505936591022.741,500928766223.752,404854536820.939,253963919374.264,105666860831.06
"Propanolol",5e-04,0.133,"Oblate Spheroid e=0.2",45,6276.21163971429,46748.9413093999,"PET",98005096343.6511,"1",118876078.717749,118876078.717749,117699428.154077,95125596.0575514,59671973.5371862,24827739.856922
"Sulfamethoxazole",0.02,0.087,"Oblate Spheroid e=0.2",45,6276.21163971429,46748.9413093999,"PET",98005096343.6511,"1",7269203894.0049,7269203894.0049,7197252388.27229,5816875529.03648,3648906887.56127,1518202023.43477
"Aluminum",2.9,0.375,"Oblate Spheroid e=0.9",2000,8236011.18997916,1825851319.83569,"PET",3292868429.84884,"1",12367564153.7808,12367564153.7808,12245148429.0213,9896624489.95932,6208119992.38391,2583014756.08834
"Antimony",0.004,27.8,"Oblate Spheroid e=0.9",1000,2059002.79749479,228231414.979461,"PET",6585736859.69768,"1",460216.974216603,460216.974216603,455661.688006252,368269.331057777,231014.140128401,96118.1377854752
"Arsenic",0.003,1.92,"Oblate Spheroid e=0.9",100,20590.0279749479,228231.414979461,"PET",65857368596.9768,"1",49976687.0438342,49976687.0438342,49482011.4319289,39991747.6695554,25086691.7795686,10437829.0251414
"BPA",6e-05,0.19,"Oblate Spheroid e=0.9",13.2,358.760647435492,524.924951047482,"PET",498919459068.006,"1",76519329.445105,76519329.445105,75761931.3790299,61231383.9916638,38410245.7868993,15981365.0145706
"Bromine",0.01,13,"Oblate Spheroid e=0.9",1000,2059002.79749479,228231414.979461,"PET",6585736859.69768,"1",2460390.74677338,2460390.74677338,2436037.48587958,1968824.50065504,1235037.13376338,513862.352006963
"Cadmium",0.005,0.00014,"Oblate Spheroid e=0.9",3000,18531025.1774531,6162248204.44546,"PET",2195245619.89923,"1",38077475842.9213,38077475842.9213,37700580138.6125,30469902986.3279,19113669927.2904,7952631638.203
"Chromium",0.03,0.000454,"Oblate Spheroid e=0.9",500,514750.699373698,28528926.8724327,"PET",13171473719.3954,"1",422710304511.726,422710304511.726,418526264093.848,338256191742.495,212186996549.655,88284721269.9188
"Manganese",0.12,0.13,"Oblate Spheroid e=0.9",2000,8236011.18997916,1825851319.83569,"PET",3292868429.84884,"1",1476234448.06403,1476234448.06403,1461622491.52775,1181294700.39302,741022280.258026,308317411.204178
"Mercury",0.002,0.00125,"Oblate Spheroid e=0.9",4.5,41.6948066492695,20.7975876900034,"PET",1463497079932.82,"1",1137247278508.58,1137247278508.58,1125990660139.89,910034435858.328,570861608495.072,237518598260.996
"Propanolol",5e-04,0.133,"Oblate Spheroid e=0.9",45,4169.48066492695,20797.5876900034,"PET",146349707993.282,"1",267210356.79243,267210356.79243,264565474.65693,213823880.60581,134131017.033617,55807941.3207228
"Sulfamethoxazole",0.02,0.087,"Oblate Spheroid e=0.9",45,4169.48066492695,20797.5876900034,"PET",146349707993.282,"1",16339759748.6865,16339759748.6865,16178026726.1479,13075207411.7576,8202034604.81425,3412623538.23271
