"Contaminant","G","AC_la","Shape","Size..µm.","Surface_area","Volume","Microplastic","Total_surface_area","size_assigned","TMC_rsd_0","TMC_rsd_0n","TMC_rsd_10","TMC_rsd_50","TMC_rsd_100","TMC_rsd_200"
"Manganese",0.12,0.13,"Oblate Spheroid e=0.2",2000,12397455.0907937,4104159456.51796,"PVC",2174907617.48924,"20",1619370.27948533,1619370.27948533,1603341.54626412,1295833.14604173,812871.870494551,338211.896495622
"Mercury",0.002,0.00125,"Oblate Spheroid e=0.2",4.5,62.7621163971429,46.7489413093999,"PVC",966625607772.998,"20",1247514881.97388,1247514881.97388,1235166820.82569,998271460.65437,626212403.936543,260548423.966998
"Propanolol",5e-04,0.133,"Oblate Spheroid e=0.2",45,6276.21163971429,46748.9413093999,"PVC",96662560777.2998,"20",293119.098208149,293119.098208149,290217.768051149,234556.264251497,147136.373105391,61219.084578712
"Sulfamethoxazole",0.02,0.087,"Oblate Spheroid e=0.2",45,6276.21163971429,46748.9413093999,"PVC",96662560777.2998,"20",17924064.3961765,17924064.3961765,17746649.724507,14342980.7565283,8997304.65426067,3743511.83860629
"Aluminum",2.9,0.375,"Oblate Spheroid e=0.9",2000,8236011.18997916,1825851319.83569,"PVC",3247760643.13858,"20",30495363.6668569,30495363.6668569,30193516.6742992,24402635.7286668,15307693.1319055,6369077.48076576
"Antimony",0.004,27.8,"Oblate Spheroid e=0.9",1000,2059002.79749479,228231414.979461,"PVC",6495521286.27717,"20",1134.78158026012,1134.78158026012,1123.54936768665,908.061364252052,569.623907165922,237.00362741624
"Arsenic",0.003,1.92,"Oblate Spheroid e=0.9",100,20590.0279749479,228231.414979461,"PVC",64955212862.7717,"20",123230.187231372,123230.187231372,122010.439147222,98609.7887742463,61857.5961687993,25737.1126647323
"BPA",6e-05,0.19,"Oblate Spheroid e=0.9",13.2,358.760647435492,524.924951047482,"PVC",492084945930.088,"20",188677.798631766,188677.798631766,186810.241756512,150981.494773966,94710.1950909846,39406.1055153797
"Bromine",0.01,13,"Oblate Spheroid e=0.9",1000,2059002.79749479,228231414.979461,"PVC",6495521286.27717,"20",6066.71690985216,6066.71690985216,6006.6677734017,4854.63575503982,3045.29704215627,1267.05785426375
"Cadmium",0.005,0.00014,"Oblate Spheroid e=0.9",3000,18531025.1774531,6162248204.44546,"PVC",2165173762.09239,"20",93889666.4619977,93889666.4619977,92960334.5883596,75131267.637521,47129597.0809899,19609228.6969389
"Chromium",0.03,0.000454,"Oblate Spheroid e=0.9",500,514750.699373698,28528926.8724327,"PVC",12991042572.5543,"20",1042299380.98782,1042299380.98782,1031982568.99853,834056363.200673,523200813.410109,217688353.816238
"Manganese",0.12,0.13,"Oblate Spheroid e=0.9",2000,8236011.18997916,1825851319.83569,"PVC",3247760643.13858,"20",3640030.1459113,3640030.1459113,3604000.66404102,2912781.45302389,1827178.22529376,760234.712558248
"Mercury",0.002,0.00125,"Oblate Spheroid e=0.9",4.5,41.6948066492695,20.7975876900034,"PVC",1443449174728.26,"20",2804171371.665,2804171371.665,2776415326.37234,2243920526.77396,1407603966.15223,585662297.081909
"Propanolol",5e-04,0.133,"Oblate Spheroid e=0.9",45,4169.48066492695,20797.5876900034,"PVC",144344917472.826,"20",658874.852364896,658874.852364896,652353.225181471,527236.96587734,330734.014603438,137608.622434659
"Sulfamethoxazole",0.02,0.087,"Oblate Spheroid e=0.9",45,4169.48066492695,20797.5876900034,"PVC",144344917472.826,"20",40289818.5584052,40289818.5584052,39891024.8042003,32240237.4536489,20224194.9159804,8414688.17646422
"Aluminum",2.9,0.375,"Sphere",2000,12566370.6143592,4188790204.78639,"HDPE",3.09e+09,"20",19015832.6006197,19015832.6006197,18827611.4682475,15216622.4708628,9545337.22824015,3971531.9521258
"Antimony",0.004,27.8,"Sphere",1000,3141592.65358979,523598775.598299,"HDPE",6.18e+09,"20",707.60974698411,707.609746984111,700.605735608317,566.235021242725,355.197366468872,147.787098193716
"Arsenic",0.003,1.92,"Sphere",100,31415.9265358979,523598.775598299,"HDPE",6.18e+10,"20",76841.9959615557,76841.9959615558,76081.4041012156,61489.5843380772,38572.2140149791,16048.7551944739
"BPA",6e-05,0.19,"Sphere",13.2,547.391103961485,1204.26042871527,"HDPE",468181818181.818,"20",117652.816783243,117652.816783243,116488.274221957,94146.7320008837,59057.9353339392,24572.2567570891
"Bromine",0.01,13,"Sphere",1000,3141592.65358979,523598775.598299,"HDPE",6.18e+09,"20",3782.99057041505,3782.99057041505,3745.54604805985,3027.1795366438,1898.93976689128,790.092563420251
"Cadmium",0.005,0.00014,"Sphere",3000,28274333.8823081,14137166941.1541,"HDPE",2.06e+09,"20",58546282.6373758,58546282.6373758,57966784.0771167,46849207.1147255,29388353.5352221,12227623.0053134
"Chromium",0.03,0.000454,"Sphere",500,785398.163397448,65449846.9497873,"HDPE",1.236e+10,"20",649941111.216683,649941111.216683,643507911.340678,520088114.225147,326249563.474713,135742775.213171
"Manganese",0.12,0.13,"Sphere",2000,12566370.6143592,4188790204.78639,"HDPE",3.09e+09,"20",2269794.34224903,2269794.34224903,2247327.62883591,1816307.72198628,1139363.86013477,474055.538052151
"Mercury",0.002,0.00125,"Sphere",4.5,63.6172512351933,47.712938426395,"HDPE",1373333333333.33,"20",1748582308.10296,1748582308.10296,1731274617.76988,1399229652.49313,877732158.918635,365198340.425361
"Propanolol",5e-04,0.133,"Sphere",45,6361.72512351933,47712.938426395,"HDPE",137333333333.333,"20",410851.106227198,410851.106227199,406784.449663977,328766.365717372,206234.059896296,85807.8807390415
"Sulfamethoxazole",0.02,0.087,"Sphere",45,6361.72512351933,47712.938426395,"HDPE",137333333333.333,"20",25123309.0244678,25123309.0244678,24874635.3127857,20103874.3174301,12611094.2373367,5247102.5923184
"Aluminum",2.9,0.375,"Long Cylinder",2000,131946891.450771,62831853071.7959,"HDPE",2.163e+09,"20",1267722.17337464,1267722.17337464,1255174.09788317,1014441.49805752,636355.81521601,264768.796808386
"Antimony",0.004,27.8,"Long Cylinder",1000,32986722.8626928,7853981633.97448,"HDPE",4.326e+09,"20",47.173983132274,47.173983132274,46.7070490405544,37.7490014161817,23.6798244312581,9.85247321291441
"Arsenic",0.003,1.92,"Long Cylinder",100,329867.228626928,7853981.63397448,"HDPE",4.326e+10,"20",5122.79973077038,5122.79973077038,5072.09360674771,4099.30562253848,2571.48093433194,1069.91701296492
"BPA",6e-05,0.19,"Long Cylinder",13.2,5747.6065915956,18063.906430729,"HDPE",327727272727.273,"20",7843.52111888288,7843.52111888288,7765.88494813046,6276.44880005892,3937.19568892928,1638.15045047261
"Bromine",0.01,13,"Long Cylinder",1000,32986722.8626928,7853981633.97448,"HDPE",4.326e+09,"20",252.199371361003,252.199371361003,249.703069870656,201.811969109587,126.595984459418,52.6728375613501
"Cadmium",0.005,0.00014,"Long Cylinder",3000,296880505.764235,212057504117.311,"HDPE",1.442e+09,"20",3903085.50915838,3903085.50915839,3864452.27180778,3123280.47431503,1959223.56901481,815174.867020894
"Chromium",0.03,0.000454,"Long Cylinder",500,8246680.71567321,981747704.24681,"HDPE",8.652e+09,"20",43329407.4144455,43329407.4144455,42900527.4227119,34672540.9483431,21749970.8983142,9049518.34754473
"Manganese",0.12,0.13,"Long Cylinder",2000,131946891.450771,62831853071.7959,"HDPE",2.163e+09,"20",151319.622816602,151319.622816602,149821.841922394,121087.181465752,75957.5906756511,31603.7025368101
"Mercury",0.002,0.00125,"Long Cylinder",4.5,667.98113796953,715.694076395925,"HDPE",961333333333.333,"20",116572153.87353,116572153.87353,115418307.851326,93281976.8328756,58515477.2612423,24346556.0283574
"Propanolol",5e-04,0.133,"Long Cylinder",45,66798.113796953,715694.076395925,"HDPE",96133333333.3333,"20",27390.0737484799,27390.0737484799,27118.9633109318,21917.7577144915,13748.9373264197,5720.52538260277
"Sulfamethoxazole",0.02,0.087,"Long Cylinder",45,66798.113796953,715694.076395925,"HDPE",96133333333.3333,"20",1674887.26829785,1674887.26829785,1658309.02085238,1340258.28782867,840739.615822447,349806.839487893
"Aluminum",2.9,0.375,"Short Cylinder",2000,7539822.3686155,628318530.717959,"HDPE",1.236e+10,"20",126772217.337464,126772217.337464,125517409.788317,101444149.805752,63635581.521601,26476879.6808386
"Antimony",0.004,27.8,"Short Cylinder",1000,1884955.59215388,78539816.3397448,"HDPE",2.472e+10,"20",4717.3983132274,4717.3983132274,4670.70490405544,3774.90014161817,2367.98244312581,985.24732129144
"Arsenic",0.003,1.92,"Short Cylinder",100,18849.5559215388,78539.8163397448,"HDPE",2.472e+11,"20",512279.973077038,512279.973077038,507209.360674771,409930.562253848,257148.093433194,106991.701296492
"BPA",6e-05,0.19,"Short Cylinder",13.2,328.434662376891,180.63906430729,"HDPE",1872727272727.27,"20",784352.111888288,784352.111888288,776588.494813046,627644.880005892,393719.568892928,163815.045047261
"Bromine",0.01,13,"Short Cylinder",1000,1884955.59215388,78539816.3397448,"HDPE",2.472e+10,"20",25219.9371361003,25219.9371361004,24970.3069870656,20181.1969109587,12659.5984459418,5267.28375613501
"Cadmium",0.005,0.00014,"Short Cylinder",3000,16964600.3293849,2120575041.17311,"HDPE",8.24e+09,"20",390308550.915839,390308550.915839,386445227.180778,312328047.431503,195922356.901481,81517486.7020894
"Chromium",0.03,0.000454,"Short Cylinder",500,471238.898038469,9817477.0424681,"HDPE",4.944e+10,"20",4332940741.44455,4332940741.44455,4290052742.27119,3467254094.83431,2174997089.83142,904951834.754473
"Manganese",0.12,0.13,"Short Cylinder",2000,7539822.3686155,628318530.717959,"HDPE",1.236e+10,"20",15131962.2816602,15131962.2816602,14982184.1922394,12108718.1465752,7595759.06756511,3160370.25368101
"Mercury",0.002,0.00125,"Short Cylinder",4.5,38.170350741116,7.15694076395925,"HDPE",5493333333333.33,"20",11657215387.353,11657215387.3531,11541830785.1326,9328197683.28757,5851547726.12423,2434655602.83574
"Propanolol",5e-04,0.133,"Short Cylinder",45,3817.0350741116,7156.94076395925,"HDPE",549333333333.333,"20",2739007.37484799,2739007.37484799,2711896.33109318,2191775.77144915,1374893.73264197,572052.538260277
"Sulfamethoxazole",0.02,0.087,"Short Cylinder",45,3817.0350741116,7156.94076395925,"HDPE",549333333333.333,"20",167488726.829785,167488726.829785,165830902.085238,134025828.782867,84073961.5822447,34980683.9487893
"Aluminum",2.9,0.375,"Oblate Spheroid e=0.2",2000,12397455.0907937,4104159456.51796,"HDPE",3111326175.01934,"20",19407952.8773749,19407952.8773749,19215850.4885747,15530400.2759094,9742169.01332528,4053427.82494491
"Antimony",0.004,27.8,"Oblate Spheroid e=0.2",1000,3099363.77269842,513019932.064746,"HDPE",6222652350.03867,"20",722.201173804574,722.201173804575,715.052734628181,577.91119855778,362.521794095458,150.834575475499
"Arsenic",0.003,1.92,"Oblate Spheroid e=0.2",100,30993.6377269842,513019.932064746,"HDPE",62226523500.3867,"20",78426.5337178405,78426.5337178405,77650.257901029,62757.5442183839,39367.6010775536,16379.6921805425
"BPA",6e-05,0.19,"Oblate Spheroid e=0.2",13.2,540.033143754972,1179.92942711109,"HDPE",471413056821.111,"20",120078.903300043,120078.903300043,118890.347025499,96088.1059803006,60275.7528460151,25078.9545348019
"Bromine",0.01,13,"Oblate Spheroid e=0.2",1000,3099363.77269842,513019932.064746,"HDPE",6222652350.03867,"20",3860.99858303215,3860.99858303215,3822.78192743528,3089.60217690505,1938.09728381803,806.384845811322
"Cadmium",0.005,0.00014,"Oblate Spheroid e=0.2",3000,27894273.9542857,13851538165.7481,"HDPE",2074217450.01289,"20",59753549.499307,59753549.499307,59162101.2579269,47815271.7854353,29994362.7257552,12479765.4708895
"Chromium",0.03,0.000454,"Oblate Spheroid e=0.2",500,774840.943174604,64127491.5080932,"HDPE",12445304700.0773,"20",663343368.890986,663343368.890986,656777511.762008,530812708.807476,332977066.382833,138541889.808994
"Manganese",0.12,0.13,"Oblate Spheroid e=0.2",2000,12397455.0907937,4104159456.51796,"HDPE",3111326175.01934,"20",2316599.14981929,2316599.14981929,2293669.15646117,1853761.30614303,1162858.37029082,483830.907486793
"Mercury",0.002,0.00125,"Oblate Spheroid e=0.2",4.5,62.7621163971429,46.7489413093999,"HDPE",1382811633341.93,"20",1784639345.04597,1784639345.04597,1766974757.57008,1428082783.99167,895831633.409221,372728995.397233
"Propanolol",5e-04,0.133,"Oblate Spheroid e=0.2",45,6276.21163971429,46748.9413093999,"HDPE",138281163334.193,"20",419323.154381102,419323.154381102,415172.640406504,335545.766915336,210486.755970212,87577.3015501018
"Sulfamethoxazole",0.02,0.087,"Oblate Spheroid e=0.2",45,6276.21163971429,46748.9413093999,"HDPE",138281163334.193,"20",25641369.9000858,25641369.9000858,25387568.355892,20518430.804478,12871144.1581785,5355301.65800623
"Aluminum",2.9,0.375,"Oblate Spheroid e=0.9",2000,8236011.18997916,1825851319.83569,"HDPE",4646102031.15658,"20",43625311.9123091,43625311.9123091,43193503.020178,34909326.1118428,21898505.4525871,9111319.17387325
"Antimony",0.004,27.8,"Oblate Spheroid e=0.9",1000,2059002.79749479,228231414.979461,"HDPE",9292204062.31317,"20",1623.36809398322,1623.36809398322,1607.29978988507,1299.03222941613,814.878644973472,339.046855887122
"Arsenic",0.003,1.92,"Oblate Spheroid e=0.9",100,20590.0279749479,228231.414979461,"HDPE",92922040623.1317,"20",176287.628955991,176287.628955991,174542.711557831,141066.781163158,88490.7278525879,36818.3695064921
"BPA",6e-05,0.19,"Oblate Spheroid e=0.9",13.2,358.760647435492,524.924951047482,"HDPE",703954853205.543,"20",269914.073042665,269914.073042665,267242.429179455,215987.416134979,135488.195755158,56372.6231678348
"Bromine",0.01,13,"Oblate Spheroid e=0.9",1000,2059002.79749479,228231414.979461,"HDPE",9292204062.31317,"20",8678.77557937184,8678.77557937184,8592.87195361632,6944.82614957085,4356.46660197356,1812.5966526273
"Cadmium",0.005,0.00014,"Oblate Spheroid e=0.9",3000,18531025.1774531,6162248204.44546,"HDPE",3097401354.10439,"20",134314383.966469,134314383.966469,132984923.091681,107479452.314787,67421506.9353051,28052091.0525654
"Chromium",0.03,0.000454,"Oblate Spheroid e=0.9",500,514750.699373698,28528926.8724327,"HDPE",18584408124.6263,"20",1491067170.02424,1491067170.02424,1476308397.31734,1193163964.02319,748467830.295017,311415283.931563
"Manganese",0.12,0.13,"Oblate Spheroid e=0.9",2000,8236011.18997916,1825851319.83569,"HDPE",4646102031.15658,"20",5207265.34762311,5207265.34762311,5155723.17216979,4166895.68974251,2613879.96118414,1087557.99157638
"Mercury",0.002,0.00125,"Oblate Spheroid e=0.9",4.5,41.6948066492695,20.7975876900034,"HDPE",2064934236069.59,"20",4011522934.46521,4011522934.46521,3971816369.67154,3210052975.80164,2013655673.80111,837822452.769954
"Propanolol",5e-04,0.133,"Oblate Spheroid e=0.9",45,4169.48066492695,20797.5876900034,"HDPE",206493423606.959,"20",942557.080466449,942557.080466449,933227.530467938,754241.770630084,473133.382002141,196856.779316249
"Sulfamethoxazole",0.02,0.087,"Oblate Spheroid e=0.9",45,4169.48066492695,20797.5876900034,"HDPE",206493423606.959,"20",57636823.7710518,57636823.7710518,57066327.1504532,46121450.8017477,28931834.3936941,12037678.9191085
"Aluminum",2.9,0.375,"Sphere",2000,12566370.6143592,4188790204.78639,"PE",3.48e+09,"50",3426542.26279127,3426542.26279127,3392625.91117159,2741946.72873024,1720014.16462269,715646.922635483
"Antimony",0.004,27.8,"Sphere",1000,3141592.65358979,523598775.598299,"PE",6.96e+09,"50",127.507154408011,127.507154408011,126.245072358159,102.032252371505,64.0044963268181,26.63037419879
"Arsenic",0.003,1.92,"Sphere",100,31415.9265358979,523598.775598299,"PE",6.96e+10,"50",13846.4800489949,13846.4800489949,13709.4258263938,11080.0649059681,6950.4882729904,2891.89219814985
"BPA",6e-05,0.19,"Sphere",13.2,547.391103961485,1204.26042871527,"PE",527272727272.727,"50",21200.3522281262,21200.3522281262,20990.5084423254,16964.6926789942,10641.8959203681,4427.77752826771
"Bromine",0.01,13,"Sphere",1000,3141592.65358979,523598775.598299,"PE",6.96e+09,"50",681.672863950518,681.672863950518,674.925579145541,545.48011844766,342.177884208758,142.370077447377
"Cadmium",0.005,0.00014,"Sphere",3000,28274333.8823081,14137166941.1541,"PE",2.32e+09,"50",10549699.0849485,10549699.0849485,10445276.8201096,8441954.21407092,5295610.11275459,2203346.4366856
"Chromium",0.03,0.000454,"Sphere",500,785398.163397448,65449846.9497873,"PE",1.392e+10,"50",117115602.176521,117115602.176521,115956377.033815,93716848.543871,58788270.8552492,24460057.3588005
"Manganese",0.12,0.13,"Sphere",2000,12566370.6143592,4188790204.78639,"PE",3.48e+09,"50",409003.718370311,409003.718370311,404955.347487325,327288.071068596,205306.730525255,85422.0464684264
"Mercury",0.002,0.00125,"Sphere",4.5,63.6172512351933,47.712938426395,"PE",1546666666666.67,"50",315084346.003795,315084346.003795,311965601.027272,252133032.526918,158162222.03427,65806613.5756766
"Propanolol",5e-04,0.133,"Sphere",45,6361.72512351933,47712.938426395,"PE",154666666666.667,"50",74032.9760347263,74032.9760347263,73300.1882112952,59241.7839583925,37162.1762298568,15462.0802574428
"Sulfamethoxazole",0.02,0.087,"Sphere",45,6361.72512351933,47712.938426395,"PE",154666666666.667,"50",4527073.93683613,4527073.93683614,4482264.38257575,3622601.04205342,2272445.7188832,945497.321489607
"Aluminum",2.9,0.375,"Long Cylinder",2000,131946891.450771,62831853071.7959,"PE",2.436e+09,"50",228436.150852751,228436.150852751,226175.060744772,182796.448582016,114667.610974846,47709.7948423656
"Antimony",0.004,27.8,"Long Cylinder",1000,32986722.8626928,7853981633.97448,"PE",4.872e+09,"50",8.50047696053404,8.50047696053404,8.41633815721058,6.80215015810031,4.26696642178787,1.77535827991933
"Arsenic",0.003,1.92,"Long Cylinder",100,329867.228626928,7853981.63397448,"PE",4.872e+10,"50",923.098669932993,923.098669932993,913.961721759587,738.670993731206,463.365884866027,192.79281320999
"BPA",6e-05,0.19,"Long Cylinder",13.2,5747.6065915956,18063.906430729,"PE",369090909090.909,"50",1413.35681520841,1413.35681520841,1399.36722948836,1130.97951193295,709.459728024538,295.185168551181
"Bromine",0.01,13,"Long Cylinder",1000,32986722.8626928,7853981633.97448,"PE",4.872e+09,"50",45.4448575967012,45.4448575967012,44.9950386097027,36.365341229844,22.8118589472505,9.49133849649182
"Cadmium",0.005,0.00014,"Long Cylinder",3000,296880505.764235,212057504117.311,"PE",1.624e+09,"50",703313.272329899,703313.2723299,696351.788007304,562796.947604728,353040.674183639,146889.762445707
"Chromium",0.03,0.000454,"Long Cylinder",500,8246680.71567321,981747704.24681,"PE",9.744e+09,"50",7807706.81176805,7807706.81176805,7730425.1355877,6247789.90292474,3919218.05701661,1630670.4905867
"Manganese",0.12,0.13,"Long Cylinder",2000,131946891.450771,62831853071.7959,"PE",2.436e+09,"50",27266.9145580207,27266.9145580207,26997.0231658216,21819.2047379064,13687.1153683503,5694.80309789509
"Mercury",0.002,0.00125,"Long Cylinder",4.5,667.98113796953,715.694076395925,"PE",1082666666666.67,"50",21005623.0669197,21005623.0669197,20797706.7351515,16808868.8351279,10544148.135618,4387107.57171177
"Propanolol",5e-04,0.133,"Long Cylinder",45,66798.113796953,715694.076395925,"PE",108266666666.667,"50",4935.53173564842,4935.53173564842,4886.67921408635,3949.45226389283,2477.47841532379,1030.80535049619
"Sulfamethoxazole",0.02,0.087,"Long Cylinder",45,66798.113796953,715694.076395925,"PE",108266666666.667,"50",301804.929122409,301804.929122409,298817.62550505,241506.736136895,151496.38125888,63033.1547659738
"Aluminum",2.9,0.375,"Short Cylinder",2000,7539822.3686155,628318530.717959,"PE",1.392e+10,"50",22843615.0852751,22843615.0852751,22617506.0744772,18279644.8582016,11466761.0974846,4770979.48423656
"Antimony",0.004,27.8,"Short Cylinder",1000,1884955.59215388,78539816.3397448,"PE",2.784e+10,"50",850.047696053404,850.047696053404,841.633815721058,680.215015810031,426.696642178787,177.535827991933
"Arsenic",0.003,1.92,"Short Cylinder",100,18849.5559215388,78539.8163397448,"PE",2.784e+11,"50",92309.8669932993,92309.8669932993,91396.1721759587,73867.0993731206,46336.5884866027,19279.281320999
"BPA",6e-05,0.19,"Short Cylinder",13.2,328.434662376891,180.63906430729,"PE",2109090909090.91,"50",141335.681520841,141335.681520841,139936.722948836,113097.951193295,70945.9728024538,29518.5168551181
"Bromine",0.01,13,"Short Cylinder",1000,1884955.59215388,78539816.3397448,"PE",2.784e+10,"50",4544.48575967012,4544.48575967012,4499.50386097027,3636.5341229844,2281.18589472505,949.133849649182
"Cadmium",0.005,0.00014,"Short Cylinder",3000,16964600.3293849,2120575041.17311,"PE",9.28e+09,"50",70331327.2329899,70331327.23299,69635178.8007304,56279694.7604728,35304067.4183639,14688976.2445707
"Chromium",0.03,0.000454,"Short Cylinder",500,471238.898038469,9817477.0424681,"PE",5.568e+10,"50",780770681.176805,780770681.176805,773042513.558769,624778990.292474,391921805.701661,163067049.05867
"Manganese",0.12,0.13,"Short Cylinder",2000,7539822.3686155,628318530.717959,"PE",1.392e+10,"50",2726691.45580207,2726691.45580207,2699702.31658216,2181920.47379064,1368711.53683503,569480.309789509
"Mercury",0.002,0.00125,"Short Cylinder",4.5,38.170350741116,7.15694076395925,"PE",6186666666666.67,"50",2100562306.69197,2100562306.69197,2079770673.51515,1680886883.51279,1054414813.5618,438710757.171177
"Propanolol",5e-04,0.133,"Short Cylinder",45,3817.0350741116,7156.94076395925,"PE",618666666666.667,"50",493553.173564842,493553.173564842,488667.921408635,394945.226389283,247747.841532379,103080.535049619
"Sulfamethoxazole",0.02,0.087,"Short Cylinder",45,3817.0350741116,7156.94076395925,"PE",618666666666.667,"50",30180492.9122409,30180492.9122409,29881762.550505,24150673.6136895,15149638.125888,6303315.47659738
"Aluminum",2.9,0.375,"Oblate Spheroid e=0.2",2000,12397455.0907937,4104159456.51796,"PE",3504017828.17712,"50",3497200.05246678,3497200.05246678,3462584.32104801,2798487.66136775,1755482.10570211,730404.081854151
"Antimony",0.004,27.8,"Oblate Spheroid e=0.2",1000,3099363.77269842,513019932.064746,"PE",7008035656.35423,"50",130.136444522455,130.136444522455,128.848337424262,104.136231507111,65.3243155185602,27.1795118526725
"Arsenic",0.003,1.92,"Oblate Spheroid e=0.2",100,30993.6377269842,513019.932064746,"PE",70080356563.5423,"50",14132.0045223604,14132.0045223604,13992.124142166,11308.5438902253,7093.81238834365,2951.52511525115
"BPA",6e-05,0.19,"Oblate Spheroid e=0.2",13.2,540.033143754972,1179.92942711109,"PE",530911792148.048,"50",21637.5188859106,21637.5188859106,21423.3479688666,17314.5169611105,10861.3395419616,4519.08151617401
"Bromine",0.01,13,"Oblate Spheroid e=0.2",1000,3099363.77269842,513019932.064746,"PE",7008035656.35423,"50",695.729453408511,695.729453408511,688.843034691249,556.728314595706,349.233840656918,145.305851827749
"Cadmium",0.005,0.00014,"Oblate Spheroid e=0.2",3000,27894273.9542857,13851538165.7481,"PE",2336011885.45141,"50",10767241.540846,10767241.540846,10660666.0130789,8616033.44017165,5404809.43873802,2248781.04019135
"Chromium",0.03,0.000454,"Oblate Spheroid e=0.2",500,774840.943174604,64127491.5080932,"PE",14016071312.7085,"50",119530610.938026,119530610.938026,118347481.731096,95649358.0142403,60000527.6899551,24964441.5034458
"Manganese",0.12,0.13,"Oblate Spheroid e=0.2",2000,12397455.0907937,4104159456.51796,"PE",3504017828.17712,"50",417437.672045107,417437.672045107,413305.82081475,334036.988757424,209540.304394151,87183.5110966493
"Mercury",0.002,0.00125,"Oblate Spheroid e=0.2",4.5,62.7621163971429,46.7489413093999,"PE",1557341256967.61,"50",321581614.019934,321581614.019934,318398558.257289,257332198.74646,161423641.903642,67163593.7337151
"Propanolol",5e-04,0.133,"Oblate Spheroid e=0.2",45,6276.21163971429,46748.9413093999,"PE",155734125696.761,"50",75559.5897603228,75559.5897603228,74811.6913198516,60463.392562608,37928.4872893896,15780.9195802902
"Sulfamethoxazole",0.02,0.087,"Oblate Spheroid e=0.2",45,6276.21163971429,46748.9413093999,"PE",155734125696.761,"50",4620425.48879216,4620425.48879216,4574691.92898403,3697301.7061273,2319305.19976497,964994.162840733
"Aluminum",2.9,0.375,"Oblate Spheroid e=0.9",2000,8236011.18997916,1825851319.83569,"PE",5232503258.38994,"50",7861027.07856755,7861027.07856755,7783217.63159713,6290457.21005633,3945983.11844676,1641806.63948629
"Antimony",0.004,27.8,"Oblate Spheroid e=0.9",1000,2059002.79749479,228231414.979461,"PE",10465006516.7799,"50",292.521474022608,292.521474022608,289.626059225892,234.078040562751,146.836384958326,61.0942684006308
"Arsenic",0.003,1.92,"Oblate Spheroid e=0.9",100,20590.0279749479,228231.414979461,"PE",104650065167.799,"50",31766.0038196426,31766.0038196426,31451.5798690617,25419.4122173613,15945.5136790683,6634.455709131
"BPA",6e-05,0.19,"Oblate Spheroid e=0.9",13.2,358.760647435492,524.924951047482,"PE",792803523998.475,"50",48636.9436472996,48636.9436472996,48155.5289861231,38919.6742084,24414.1836234538,10158.0183106312
"Bromine",0.01,13,"Oblate Spheroid e=0.9",1000,2059002.79749479,228231414.979461,"PE",10465006516.7799,"50",1563.86480342856,1563.86480342856,1548.38547047688,1251.41721685471,785.009904200284,326.619357987988
"Cadmium",0.005,0.00014,"Oblate Spheroid e=0.9",3000,18531025.1774531,6162248204.44546,"PE",3488335505.59329,"50",24202669.5768705,24202669.5768705,23963108.471666,19367171.2132276,12148962.8030996,5054823.39743314
"Chromium",0.03,0.000454,"Oblate Spheroid e=0.9",500,514750.699373698,28528926.8724327,"PE",20930013033.5598,"50",268681618.210193,268681618.210193,266022173.341843,215001195.847285,134869543.012384,56115220.0948525
"Manganese",0.12,0.13,"Oblate Spheroid e=0.9",2000,8236011.18997916,1825851319.83569,"PE",5232503258.38994,"50",938318.882057134,938318.882057135,929031.28228613,750850.330112825,471005.94252017,195971.614792793
"Mercury",0.002,0.00125,"Oblate Spheroid e=0.9",4.5,41.6948066492695,20.7975876900034,"PE",2325557003728.86,"50",722853064.695866,722853064.695867,715698173.020426,578432846.901732,362849022.385909,150970725.470003
"Propanolol",5e-04,0.133,"Oblate Spheroid e=0.9",45,4169.48066492695,20797.5876900034,"PE",232555700372.886,"50",169843.295276284,169843.295276284,168162.164713446,135909.973426159,85255.8793199974,35472.4448942677
"Sulfamethoxazole",0.02,0.087,"Oblate Spheroid e=0.9",45,4169.48066492695,20797.5876900034,"PE",232555700372.886,"50",10385819.8950556,10385819.8950556,10283019.727305,8310816.76582948,5213348.02278605,2169119.61882189
"Aluminum",2.9,0.375,"Sphere",2000,12566370.6143592,4188790204.78639,"PP",3.54e+09,"50",3485620.57766698,3485620.57766698,3451119.4613642,2789221.67232903,1749669.58125412,727985.662680923
"Antimony",0.004,27.8,"Sphere",1000,3141592.65358979,523598775.598299,"PP",7.08e+09,"50",129.705553621942,129.705553621942,128.421711536748,103.791429136531,65.1080221255563,27.0895185815278
"Arsenic",0.003,1.92,"Sphere",100,31415.9265358979,523598.775598299,"PP",7.08e+10,"50",14085.2124636327,14085.2124636327,13945.7952371937,11271.1005077951,7070.32427769713,2941.75240846278
"BPA",6e-05,0.19,"Sphere",13.2,547.391103961485,1204.26042871527,"PP",536363636363.636,"50",21565.8755424042,21565.8755424042,21352.4137602966,17257.1873803562,10825.3768845124,4504.1185201344
"Bromine",0.01,13,"Sphere",1000,3141592.65358979,523598775.598299,"PP",7.08e+09,"50",693.425844363458,693.425844363458,686.562227061844,554.884948076068,348.077502902013,144.824733955091
"Cadmium",0.005,0.00014,"Sphere",3000,28274333.8823081,14137166941.1541,"PP",2.36e+09,"50",10731590.4484821,10731590.4484821,10625367.7997666,8587505.14879628,5386913.73538829,2241335.16835259
